stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\georg\source\repos\Project2\x64\Debug\allegro5.cfg r
display  D   display_settings.c:400  _al_score_display_settings       [   0.06714] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06720] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06724] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06729] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06734] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06738] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06742] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06747] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06754] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06758] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06763] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06769] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06775] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06779] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06785] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06791] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06797] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06803] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06807] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06811] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06816] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06820] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06824] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06828] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06834] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06839] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06843] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06847] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06852] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06856] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06861] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06866] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06872] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06876] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06881] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06886] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06891] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06896] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06900] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06905] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06910] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06914] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06919] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06923] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06927] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06931] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06936] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06943] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06948] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06952] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06958] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06963] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06968] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06972] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06978] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06983] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06987] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06991] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06996] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07000] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07004] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07008] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07014] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07018] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.07022] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07027] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07032] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07036] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07040] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07044] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07049] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07053] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07059] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07064] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07068] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07071] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07076] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.07081] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.07088] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.07100] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.07495] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.07505] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.10387] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.15824] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.15833] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.15840] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.15854] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.15864] Returning d3d_display: 000001CFF64815F0
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.15871] al_display=000001CFF64815F0
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.15876] al_display->vt=000001CFF64E0D50
system   D            wsystem.c:834  maybe_parent_dir                 [   0.15902] Also searching C:\Users\georg\source\repos\Project2\x64\
system   D            wsystem.c:889  _al_win_safe_load_library        [   0.15925] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:795  load_library_at_path             [   0.15931] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:798  load_library_at_path             [   0.16048] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.16057] Module "d3dx9_43.dll" loaded.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.16300] opening font.ttf rb
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.16340] Font font.ttf loaded with pixel size 0 x 10.
font     D                ttf.c:975  al_load_ttf_font_stretch_f       [   0.16346]     ascent=10.0, descent=-3.0, height=13.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.16352] added dtor for ttf_font 000001CF86DF34C0, func 00007FF8004A128F
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.16358] opening font.ttf rb
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.16390] Font font.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:975  al_load_ttf_font_stretch_f       [   0.16398]     ascent=30.0, descent=-8.0, height=40.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.16404] added dtor for ttf_font 000001CF86DF33E0, func 00007FF8004A128F
dtor     D               dtor.c:196  _al_register_destructor          [   0.16410] added dtor for timer 000001CFF6586B30, func 00007FFFEA511050
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.16417] opening tabuleiro.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.16436] opening tabuleiro.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16459] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16465] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16471] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16477] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16482] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16487] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16491] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16496] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16501] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.16506] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.16510] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.16516] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.16521] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.16614] added dtor for bitmap 000001CF86E18700, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.21907] opening ponto.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.21938] opening ponto.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21954] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21959] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21968] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21974] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21979] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21985] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21991] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21995] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.21998] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.22003] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.22008] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.22014] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.22019] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.22077] added dtor for bitmap 000001CF86E0C020, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.22770] opening ouros.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.22805] opening ouros.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22828] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22834] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22842] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22848] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22854] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22859] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22864] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22870] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22874] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.22879] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.22885] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.22890] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.22897] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.22943] added dtor for bitmap 000001CF86E181F0, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23074] opening espadas.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23092] opening espadas.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23107] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23112] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23116] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23121] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23129] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23135] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23140] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23146] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23151] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.23154] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.23157] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.23162] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.23167] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.23210] added dtor for bitmap 000001CF86E1C050, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23335] opening paus.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23357] opening paus.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23375] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23381] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23385] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23391] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23396] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23401] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23405] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23409] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23414] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.23419] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.23424] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.23429] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.23434] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.23476] added dtor for bitmap 000001CF86E1C240, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23596] opening copas.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23617] opening copas.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23632] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23637] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23641] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23644] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23652] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23658] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23664] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23669] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.23674] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.23678] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.23683] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.23688] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.23692] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.23745] added dtor for bitmap 000001CF86E0AFE0, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23971] opening dado1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23990] opening dado1.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24010] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24016] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24021] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24026] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24031] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24034] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24040] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24046] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.24052] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.24057] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.24063] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.24068] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.24072] Chose bitmap format 9
d3d      E          d3d_bmp.cpp:389  d3d_create_textures              [   0.24254] d3d_create_textures: Unable to create video texture.
dtor     D               dtor.c:196  _al_register_destructor          [   0.24549] added dtor for bitmap 000001CF86E0ED80, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.33982] opening dado2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.34015] opening dado2.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34034] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34040] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34045] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34054] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34061] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34067] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34074] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34079] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.34085] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.34093] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.34100] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.34105] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.34109] Chose bitmap format 9
d3d      E          d3d_bmp.cpp:389  d3d_create_textures              [   0.34301] d3d_create_textures: Unable to create video texture.
dtor     D               dtor.c:196  _al_register_destructor          [   0.34701] added dtor for bitmap 000001CF86E0EF70, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.43403] opening dado3.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.43436] opening dado3.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43450] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43456] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43460] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43464] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43473] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43479] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43485] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43491] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43496] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.43502] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.43508] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.43514] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.43518] Chose bitmap format 9
d3d      E          d3d_bmp.cpp:389  d3d_create_textures              [   0.43721] d3d_create_textures: Unable to create video texture.
dtor     D               dtor.c:196  _al_register_destructor          [   0.44046] added dtor for bitmap 000001CF86E206B0, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.52685] opening dado4.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.52721] opening dado4.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52740] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52746] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52756] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52762] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52768] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52773] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52777] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52783] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.52788] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.52794] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.52799] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.52804] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.52810] Chose bitmap format 9
d3d      E          d3d_bmp.cpp:389  d3d_create_textures              [   0.53019] d3d_create_textures: Unable to create video texture.
dtor     D               dtor.c:196  _al_register_destructor          [   0.53379] added dtor for bitmap 000001CF86E0E400, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.64309] opening dado5.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.64347] opening dado5.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64372] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64381] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64387] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64393] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64405] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64415] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64423] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64431] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.64440] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.64447] Alpha doesn't match
